1700662246.881,107.18
1700662266.951,107.18
1700662286.986,111.644
1700662321.192,111.644
1700662341.229,111.644
1700662361.271,98.682
1700662381.299,98.682
1700662401.329,98.682
1700662421.357,102.082
1700662441.381,102.082
1700662461.489,102.082
1700662481.523,91.765
1700662501.562,91.765
1700662521.602,91.765
1700662541.627,81.281
1700662561.685,81.281
1700662581.724,81.281
1700662601.794,105.661
1700662621.822,105.661
1700662641.833,105.661
1700662661.918,106.504
1700662681.958,106.504
1700662702.034,106.504
1700662722.079,93.726
1700662742.102,93.726
1700662762.119,93.726
1700662782.168,91.798
1700662802.265,91.798
1700662822.304,91.798
1700662842.359,65.148
1700662862.387,65.148
1700662882.447,65.148
1700662902.464,92.497
1700662922.526,92.497
1700662942.543,92.497
1700662962.573,100.882
1700662982.603,100.882
1700663002.632,100.882
1700663022.67,98.313
1700663042.733,98.313
1700663062.759,109.682
1700663082.832,109.682
1700663102.893,109.682
1700663122.954,112.844
1700663143.074,112.844
1700663163.172,112.844
1700663183.198,96.189
1700663203.225,96.189
1700663223.276,96.189
1700663243.296,91.28
1700663263.324,91.28
1700663283.353,91.28
1700663303.394,29.8
1700663323.426,29.8
1700663343.475,29.8
1700663363.505,0
1700663383.549,0
1700663403.592,0
1700663423.623,0
1700663443.643,0
1700663463.738,0
1700663483.784,294.724
1700663503.864,294.724
1700663523.935,294.724
1700663543.985,263.811
1700663564.461,263.811
1700663586.184,263.811
1700663606.438,275.552
1700663626.671,275.552
1700663646.958,275.552
1700663667.1,326.271
1700663687.456,326.271
1700663708.042,326.271
1700663728.437,342.244
1700663748.571,342.244
1700663769.37,342.244
1700663790.866,371.64
1700663811.26,371.64
1700663831.746,371.64
1700663852.067,435.708
1700663872.117,435.708
1700663892.143,435.708
1700663912.183,2.383
1700663932.212,2.383
1700663952.237,2.383
1700663972.262,0
1700663992.288,0
1700664012.323,0
1700664032.372,0
1700664052.394,0
1700664072.425,0
1700664092.467,0
1700664112.496,0
1700664132.55,0
1700664152.576,0
1700664172.603,0
1700664192.658,0
1700664212.709,66.411
1700664232.745,66.411
1700664252.82,66.411
1700664272.873,0
1700664292.929,0
1700664312.947,0
1700664332.992,11.15
1700664353.019,11.15
1700664373.065,11.15
1700664393.122,330.117
1700664413.147,330.117
1700664433.176,330.117
1700664453.208,51.416
1700664473.258,51.416
1700664493.292,51.416
1700664513.34,0
1700664533.39,0
1700664553.418,0
1700664573.442,0
1700664593.469,0
1700664613.498,0
1700664633.623,0
1700664654.647,0
1700664674.69,0
1700664697.074,0
1700664717.098,0
1700664737.124,0
1700664759.068,0
1700664781.204,0
1700664801.253,0
1700664821.284,0
1700664849.099,0
1700687366.848,175.993
1700687504.394,25.183
1700690411.851,142.14
1700690431.873,142.14
1700690451.893,142.14
1700690471.91,264.917
1700690491.944,264.917
1700690511.986,264.917
1700690532.041,240.409
1700690552.061,240.409
1700690572.097,240.409
1700690592.13,254.788
1700690612.158,254.788
1700690632.191,254.788
1700690652.238,262.713
1700690672.288,262.713
1700690692.358,262.713
1700690712.382,255.504
1700690732.413,255.504
1700690752.449,255.504
1700690772.468,226.07
1700690792.55,226.07
1700690812.574,226.07
1700690832.606,267.876
1700690852.634,267.876
1700690872.694,267.876
1700690892.72,255.221
